Silhouette Score: -1.0000, Number of Clusters: 488, Skew Threshold: 0.7, Correlation Threshold: 0.5, UMAP Parameters: {'n_neighbors': 5, 'min_dist': 0.0}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 1}
Silhouette Score: 0.2212, Number of Clusters: 9, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.0}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 99, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.0}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 20, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.0}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 5}
Silhouette Score: 0.2380, Number of Clusters: 7, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.0}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 10}
Silhouette Score: 0.2186, Number of Clusters: 7, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.0}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 506, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 11, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 223, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 125, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 10}
Silhouette Score: 0.0271, Number of Clusters: 9, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 140, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 75, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 48, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 10}
Silhouette Score: 0.0271, Number of Clusters: 9, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 99, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 47, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 41, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 10}
Silhouette Score: 0.0256, Number of Clusters: 7, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 533, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 224, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 89, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 54, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 214, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 128, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 60, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 38, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 131, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 74, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 5}
Silhouette Score: -0.0166, Number of Clusters: 10, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 32, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 91, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 5}
Silhouette Score: 0.0126, Number of Clusters: 9, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 10}
Silhouette Score: 0.0989, Number of Clusters: 6, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 506, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 232, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 132, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 74, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 234, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 111, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 84, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 44, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 150, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 78, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 12, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 10}
Silhouette Score: 0.1076, Number of Clusters: 5, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 113, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 57, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 5}
Silhouette Score: 0.0752, Number of Clusters: 7, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 10}
Silhouette Score: 0.1076, Number of Clusters: 5, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 10, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 507, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.0}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 235, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.0}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 96, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.0}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 65, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.0}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 226, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.0}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 126, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.0}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 66, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.0}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 49, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.0}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 131, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.0}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 86, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.0}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 48, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.0}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 24, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.0}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 96, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.0}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 52, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.0}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 36, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.0}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 21, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.0}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 545, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 226, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 3, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 216, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 125, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 12, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 44, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 147, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 13, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 36, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 99, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 67, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 5}
Silhouette Score: 0.0388, Number of Clusters: 7, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 25, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.1}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 535, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 228, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 99, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 56, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 220, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 118, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 63, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 12, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 137, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 51, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 10}
Silhouette Score: 0.0288, Number of Clusters: 7, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 82, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 12, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 10}
Silhouette Score: 0.1111, Number of Clusters: 5, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.2}, HDBSCAN Parameters: {'min_cluster_size': 20, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 525, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 243, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 113, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 3, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 5, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 245, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 125, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 65, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 10, 'min_samples': 15}
Silhouette Score: -1.0000, Number of Clusters: 136, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 1}
Silhouette Score: -1.0000, Number of Clusters: 75, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 5}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 10}
Silhouette Score: -1.0000, Number of Clusters: 2, Skew Threshold: 0.7, Correlation Threshold: 0.8, UMAP Parameters: {'n_neighbors': 15, 'min_dist': 0.3}, HDBSCAN Parameters: {'min_cluster_size': 15, 'min_samples': 15}
