dataset,n_estimators,perplexity,learning_rate,n_iter,N_top_features,min_cluster_size,min_samples,tsne_results,top_features,silhouette_score,cluster_labels,num_clusters
Dataset_4,25,5,5,3000,25,25,20,"[[ 10.933438  21.834572]
 [-39.606827  13.504163]
 [ 79.9614   -51.61622 ]
 ...
 [-47.549286 -18.830826]
 [ 40.394264 -46.744133]
 [-63.756668  19.11595 ]]","['Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",-0.19350073,[ 2  2 -1 ...  2  2  2],3
Dataset_4,25,5,5,3000,25,30,10,"[[ 10.933438  21.834572]
 [-39.606827  13.504163]
 [ 79.9614   -51.61622 ]
 ...
 [-47.549286 -18.830826]
 [ 40.394264 -46.744133]
 [-63.756668  19.11595 ]]","['Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",-0.23531403,[ 3  3 -1 ...  3 -1  3],5
Dataset_4,25,5,5,3000,25,30,15,"[[ 10.933438  21.834572]
 [-39.606827  13.504163]
 [ 79.9614   -51.61622 ]
 ...
 [-47.549286 -18.830826]
 [ 40.394264 -46.744133]
 [-63.756668  19.11595 ]]","['Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",-0.051447254,[ 0  0 -1 ...  0 -1  0],2
Dataset_4,25,5,5,3000,25,30,20,"[[ 10.933438  21.834572]
 [-39.606827  13.504163]
 [ 79.9614   -51.61622 ]
 ...
 [-47.549286 -18.830826]
 [ 40.394264 -46.744133]
 [-63.756668  19.11595 ]]","['Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",-0.0488582,[ 1  1 -1 ...  1  1  1],2
Dataset_4,25,5,5,3000,50,15,10,"[[ 19.898012 -35.346443]
 [-30.010303 -29.27367 ]
 [ 72.9924    46.40283 ]
 ...
 [-24.530851  52.78699 ]
 [ 37.20601  -21.26473 ]
 [-37.08367   20.272738]]","['Grouped_Neuro_Sensory', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Bone_ache_burning', 'Symptom_Other_ear_hearing_symptoms', 'Symptom_Ear_ear_pain', 'Symptom_Insomnia', 'Symptom_Low_temp', 'Symptom_Altered_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Heat_intolerance', 'Symptom_Chills_flushing_sweats', 'Symptom_Loss_of_taste', 'Symptom_Nightmares', 'Symptom_Cough_with_mucus', 'Symptom_Elevated_temp', 'Symptom_Headaches_stiff_neck', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Merged_temperature_other_temp_issues', 'Grouped_Cognitive_Memory', 'Symptom_Awakened_cannot_breathe', 'Symptom_Tinnitus', 'Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",0.048328575,[ 1  1 -1 ...  1  1  1],2
Dataset_4,25,5,5,3000,50,15,15,"[[ 19.898012 -35.346443]
 [-30.010303 -29.27367 ]
 [ 72.9924    46.40283 ]
 ...
 [-24.530851  52.78699 ]
 [ 37.20601  -21.26473 ]
 [-37.08367   20.272738]]","['Grouped_Neuro_Sensory', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Bone_ache_burning', 'Symptom_Other_ear_hearing_symptoms', 'Symptom_Ear_ear_pain', 'Symptom_Insomnia', 'Symptom_Low_temp', 'Symptom_Altered_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Heat_intolerance', 'Symptom_Chills_flushing_sweats', 'Symptom_Loss_of_taste', 'Symptom_Nightmares', 'Symptom_Cough_with_mucus', 'Symptom_Elevated_temp', 'Symptom_Headaches_stiff_neck', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Merged_temperature_other_temp_issues', 'Grouped_Cognitive_Memory', 'Symptom_Awakened_cannot_breathe', 'Symptom_Tinnitus', 'Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",-0.15731503,[ 2  2 -1 ...  2  2  2],3
Dataset_4,25,5,5,3000,50,15,20,"[[ 19.898012 -35.346443]
 [-30.010303 -29.27367 ]
 [ 72.9924    46.40283 ]
 ...
 [-24.530851  52.78699 ]
 [ 37.20601  -21.26473 ]
 [-37.08367   20.272738]]","['Grouped_Neuro_Sensory', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Bone_ache_burning', 'Symptom_Other_ear_hearing_symptoms', 'Symptom_Ear_ear_pain', 'Symptom_Insomnia', 'Symptom_Low_temp', 'Symptom_Altered_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Heat_intolerance', 'Symptom_Chills_flushing_sweats', 'Symptom_Loss_of_taste', 'Symptom_Nightmares', 'Symptom_Cough_with_mucus', 'Symptom_Elevated_temp', 'Symptom_Headaches_stiff_neck', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Merged_temperature_other_temp_issues', 'Grouped_Cognitive_Memory', 'Symptom_Awakened_cannot_breathe', 'Symptom_Tinnitus', 'Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",-0.15775353,[ 2  2 -1 ...  2  2  2],3
Dataset_4,25,5,5,3000,50,20,10,"[[ 19.898012 -35.346443]
 [-30.010303 -29.27367 ]
 [ 72.9924    46.40283 ]
 ...
 [-24.530851  52.78699 ]
 [ 37.20601  -21.26473 ]
 [-37.08367   20.272738]]","['Grouped_Neuro_Sensory', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Bone_ache_burning', 'Symptom_Other_ear_hearing_symptoms', 'Symptom_Ear_ear_pain', 'Symptom_Insomnia', 'Symptom_Low_temp', 'Symptom_Altered_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Heat_intolerance', 'Symptom_Chills_flushing_sweats', 'Symptom_Loss_of_taste', 'Symptom_Nightmares', 'Symptom_Cough_with_mucus', 'Symptom_Elevated_temp', 'Symptom_Headaches_stiff_neck', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Merged_temperature_other_temp_issues', 'Grouped_Cognitive_Memory', 'Symptom_Awakened_cannot_breathe', 'Symptom_Tinnitus', 'Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",0.048328575,[ 1  1 -1 ...  1  1  1],2
Dataset_4,25,5,5,3000,50,20,15,"[[ 19.898012 -35.346443]
 [-30.010303 -29.27367 ]
 [ 72.9924    46.40283 ]
 ...
 [-24.530851  52.78699 ]
 [ 37.20601  -21.26473 ]
 [-37.08367   20.272738]]","['Grouped_Neuro_Sensory', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Bone_ache_burning', 'Symptom_Other_ear_hearing_symptoms', 'Symptom_Ear_ear_pain', 'Symptom_Insomnia', 'Symptom_Low_temp', 'Symptom_Altered_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Heat_intolerance', 'Symptom_Chills_flushing_sweats', 'Symptom_Loss_of_taste', 'Symptom_Nightmares', 'Symptom_Cough_with_mucus', 'Symptom_Elevated_temp', 'Symptom_Headaches_stiff_neck', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Merged_temperature_other_temp_issues', 'Grouped_Cognitive_Memory', 'Symptom_Awakened_cannot_breathe', 'Symptom_Tinnitus', 'Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",-0.008693715,[ 1  1 -1 ...  1  1  1],2
Dataset_4,25,5,5,3000,50,20,20,"[[ 19.898012 -35.346443]
 [-30.010303 -29.27367 ]
 [ 72.9924    46.40283 ]
 ...
 [-24.530851  52.78699 ]
 [ 37.20601  -21.26473 ]
 [-37.08367   20.272738]]","['Grouped_Neuro_Sensory', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Bone_ache_burning', 'Symptom_Other_ear_hearing_symptoms', 'Symptom_Ear_ear_pain', 'Symptom_Insomnia', 'Symptom_Low_temp', 'Symptom_Altered_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Heat_intolerance', 'Symptom_Chills_flushing_sweats', 'Symptom_Loss_of_taste', 'Symptom_Nightmares', 'Symptom_Cough_with_mucus', 'Symptom_Elevated_temp', 'Symptom_Headaches_stiff_neck', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Merged_temperature_other_temp_issues', 'Grouped_Cognitive_Memory', 'Symptom_Awakened_cannot_breathe', 'Symptom_Tinnitus', 'Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",-0.010142409,[ 1  1 -1 ...  1  1  1],2
Dataset_4,25,5,5,3000,50,25,10,"[[ 19.898012 -35.346443]
 [-30.010303 -29.27367 ]
 [ 72.9924    46.40283 ]
 ...
 [-24.530851  52.78699 ]
 [ 37.20601  -21.26473 ]
 [-37.08367   20.272738]]","['Grouped_Neuro_Sensory', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Bone_ache_burning', 'Symptom_Other_ear_hearing_symptoms', 'Symptom_Ear_ear_pain', 'Symptom_Insomnia', 'Symptom_Low_temp', 'Symptom_Altered_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Heat_intolerance', 'Symptom_Chills_flushing_sweats', 'Symptom_Loss_of_taste', 'Symptom_Nightmares', 'Symptom_Cough_with_mucus', 'Symptom_Elevated_temp', 'Symptom_Headaches_stiff_neck', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Merged_temperature_other_temp_issues', 'Grouped_Cognitive_Memory', 'Symptom_Awakened_cannot_breathe', 'Symptom_Tinnitus', 'Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",0.048328575,[ 1  1 -1 ...  1  1  1],2
Dataset_4,25,5,5,3000,50,25,15,"[[ 19.898012 -35.346443]
 [-30.010303 -29.27367 ]
 [ 72.9924    46.40283 ]
 ...
 [-24.530851  52.78699 ]
 [ 37.20601  -21.26473 ]
 [-37.08367   20.272738]]","['Grouped_Neuro_Sensory', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Bone_ache_burning', 'Symptom_Other_ear_hearing_symptoms', 'Symptom_Ear_ear_pain', 'Symptom_Insomnia', 'Symptom_Low_temp', 'Symptom_Altered_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Heat_intolerance', 'Symptom_Chills_flushing_sweats', 'Symptom_Loss_of_taste', 'Symptom_Nightmares', 'Symptom_Cough_with_mucus', 'Symptom_Elevated_temp', 'Symptom_Headaches_stiff_neck', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Merged_temperature_other_temp_issues', 'Grouped_Cognitive_Memory', 'Symptom_Awakened_cannot_breathe', 'Symptom_Tinnitus', 'Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",-0.09775599,[ 1  1 -1 ...  1  1  1],2
Dataset_4,25,5,5,3000,50,25,20,"[[ 19.898012 -35.346443]
 [-30.010303 -29.27367 ]
 [ 72.9924    46.40283 ]
 ...
 [-24.530851  52.78699 ]
 [ 37.20601  -21.26473 ]
 [-37.08367   20.272738]]","['Grouped_Neuro_Sensory', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Bone_ache_burning', 'Symptom_Other_ear_hearing_symptoms', 'Symptom_Ear_ear_pain', 'Symptom_Insomnia', 'Symptom_Low_temp', 'Symptom_Altered_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Heat_intolerance', 'Symptom_Chills_flushing_sweats', 'Symptom_Loss_of_taste', 'Symptom_Nightmares', 'Symptom_Cough_with_mucus', 'Symptom_Elevated_temp', 'Symptom_Headaches_stiff_neck', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Merged_temperature_other_temp_issues', 'Grouped_Cognitive_Memory', 'Symptom_Awakened_cannot_breathe', 'Symptom_Tinnitus', 'Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",-0.11065717,[ 1  1 -1 ...  1  1  1],2
Dataset_4,25,5,5,3000,50,30,10,"[[ 19.898012 -35.346443]
 [-30.010303 -29.27367 ]
 [ 72.9924    46.40283 ]
 ...
 [-24.530851  52.78699 ]
 [ 37.20601  -21.26473 ]
 [-37.08367   20.272738]]","['Grouped_Neuro_Sensory', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Bone_ache_burning', 'Symptom_Other_ear_hearing_symptoms', 'Symptom_Ear_ear_pain', 'Symptom_Insomnia', 'Symptom_Low_temp', 'Symptom_Altered_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Heat_intolerance', 'Symptom_Chills_flushing_sweats', 'Symptom_Loss_of_taste', 'Symptom_Nightmares', 'Symptom_Cough_with_mucus', 'Symptom_Elevated_temp', 'Symptom_Headaches_stiff_neck', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Merged_temperature_other_temp_issues', 'Grouped_Cognitive_Memory', 'Symptom_Awakened_cannot_breathe', 'Symptom_Tinnitus', 'Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",-0.35098526,[ 5 -1 -1 ...  6 -1  6],10
Dataset_4,25,5,5,3000,50,30,15,"[[ 19.898012 -35.346443]
 [-30.010303 -29.27367 ]
 [ 72.9924    46.40283 ]
 ...
 [-24.530851  52.78699 ]
 [ 37.20601  -21.26473 ]
 [-37.08367   20.272738]]","['Grouped_Neuro_Sensory', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Bone_ache_burning', 'Symptom_Other_ear_hearing_symptoms', 'Symptom_Ear_ear_pain', 'Symptom_Insomnia', 'Symptom_Low_temp', 'Symptom_Altered_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Heat_intolerance', 'Symptom_Chills_flushing_sweats', 'Symptom_Loss_of_taste', 'Symptom_Nightmares', 'Symptom_Cough_with_mucus', 'Symptom_Elevated_temp', 'Symptom_Headaches_stiff_neck', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Merged_temperature_other_temp_issues', 'Grouped_Cognitive_Memory', 'Symptom_Awakened_cannot_breathe', 'Symptom_Tinnitus', 'Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",-0.37385273,[-1 -1 -1 ... -1 -1 10],11
